danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,category
0.471,0.808,8,-8.885,1,0.0545,0.0261,0.891,0.0699,0.507,125.706,102421,4,Indie
0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357,4,Indie
0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,4,Indie
0.444,0.65,11,-15.604,0,0.0776,0.845,0.913,0.114,0.144,75.693,56007,4,Indie
0.714,0.586,8,-4.57,1,0.0419,0.057,0.00464,0.144,0.844,77.104,208640,4,Indie
0.224,0.467,2,-7.243,0,0.0326,0.221,0.0,0.112,0.235,173.081,291201,3,Indie
0.923,0.518,5,-6.008,1,0.0492,0.52,0.000142,0.104,0.682,93.023,226680,4,Indie
0.757,0.628,4,-6.715,0,0.101,0.189,0.0209,0.221,0.321,119.98,217333,4,Indie
0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,210300,4,Indie
0.531,0.728,6,-4.985,0,0.063,0.0416,7.19e-06,0.135,0.418,104.978,244959,4,Indie
0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,230800,4,Indie
0.46,0.136,2,-13.816,0,0.047,0.973,0.0227,0.104,0.364,200.092,89343,3,Indie
0.606,0.532,1,-4.173,0,0.0248,0.0956,1.27e-05,0.276,0.695,95.315,205213,4,Indie
0.561,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.006,267960,4,Indie
0.547,0.596,11,-6.044,1,0.0339,8.02e-05,0.739,0.273,0.584,116.17,169507,4,Indie
0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440,4,Indie
0.307,0.0446,1,-29.76,1,0.0411,0.989,0.988,0.11,0.0749,78.674,58937,4,Indie
0.574,0.793,11,-6.059,0,0.0321,0.00814,0.00874,0.161,0.678,119.977,176520,4,Indie
0.639,0.347,1,-12.322,0,0.0421,0.406,0.000268,0.215,0.247,72.978,254640,4,Indie
0.572,0.853,9,-2.114,1,0.0351,0.0982,7.25e-06,0.131,0.572,150.03,220827,4,Indie
0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,208947,4,Indie
0.546,0.878,7,-5.137,1,0.0525,0.0133,0.0,0.135,0.35,119.945,255400,4,Indie
0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,111627,4,Indie
0.567,0.539,10,-8.745,1,0.0333,0.00458,0.406,0.109,0.372,81.989,297501,4,Indie
0.819,0.736,7,-6.504,1,0.0416,0.158,0.00161,0.109,0.701,120.318,273427,4,Indie
0.314,0.0606,11,-29.801,0,0.0354,0.888,0.901,0.119,0.0792,81.031,113096,4,Indie
0.706,0.78,7,-6.267,1,0.0795,0.451,0.00141,0.115,0.451,142.029,218228,4,Indie
0.532,0.925,7,-5.964,1,0.074,0.0013,0.306,0.508,0.171,119.776,219760,4,Indie
0.548,0.865,0,-5.325,1,0.0302,0.00171,0.000449,0.457,0.61,116.046,303013,4,Indie
0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,3,Indie
0.805,0.61,9,-6.638,0,0.0358,0.343,0.0618,0.112,0.687,114.77,238679,4,Indie
0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,4,Indie
0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391,4,Indie
0.805,0.614,9,-8.89,0,0.0578,0.136,0.0661,0.149,0.86,120.088,184000,4,Indie
0.458,0.487,8,-8.856,1,0.0419,0.47,0.00686,0.134,0.421,94.791,215773,4,Indie
0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,224693,4,Indie
0.527,0.947,9,-3.491,1,0.0548,0.161,0.00217,0.591,0.506,119.976,230213,4,Indie
0.651,0.503,1,-10.773,1,0.0381,0.00297,0.00783,0.112,0.398,89.993,265893,4,Indie
0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,173693,4,Indie
0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048,263427,4,Indie
0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,211500,4,Indie
0.489,0.253,0,-19.161,1,0.0697,0.682,0.195,0.313,0.192,121.053,177815,4,Indie
0.156,0.922,9,-7.494,1,0.0904,4.55e-06,0.473,0.345,0.213,103.279,221853,4,Indie
0.292,0.581,6,-5.331,1,0.0607,0.0534,0.186,0.179,0.069,105.946,382167,4,Indie
0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533,4,Indie
0.59,0.513,4,-9.476,1,0.0375,0.0481,0.000108,0.0906,0.406,141.988,218000,4,Indie
0.531,0.252,9,-12.765,1,0.028,0.763,0.000133,0.104,0.159,76.054,247150,4,Indie
0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,4,Indie
0.47,0.909,9,-5.215,0,0.0339,0.00732,0.304,0.314,0.534,161.647,219067,4,Indie
0.445,0.267,3,-12.583,1,0.0397,0.9,0.937,0.149,0.481,139.832,192288,4,Indie
0.633,0.614,5,-7.371,1,0.0269,0.0611,0.0036,0.774,0.541,99.966,177642,4,Indie
0.363,0.787,7,-5.071,1,0.0429,0.00176,0.00445,0.531,0.202,175.919,279293,4,Indie
0.485,0.747,11,-7.188,1,0.0339,0.00416,0.0123,0.157,0.589,151.212,184549,4,Indie
0.35,0.775,11,-3.364,1,0.054,0.00433,0.283,0.0676,0.588,199.866,235547,4,Indie
0.321,0.437,8,-15.836,1,0.0447,0.000231,0.0252,0.0836,0.535,122.74,183493,4,Indie
0.553,0.729,0,-3.696,1,0.0266,0.181,0.0,0.109,0.776,80.503,203653,4,Indie
0.525,0.742,10,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,252280,4,Indie
0.609,0.674,9,-6.506,0,0.0355,0.00378,0.000302,0.129,0.743,127.541,246307,4,Indie
0.595,0.678,9,-5.18,1,0.0335,0.0199,0.00389,0.418,0.259,117.067,99213,4,Indie
0.14,0.926,7,-7.059,0,0.078,5.86e-05,0.835,0.184,0.241,163.489,272373,4,Indie
0.339,0.706,4,-9.141,0,0.0342,3.31e-05,0.857,0.35,0.107,98.441,204800,4,Indie
0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,184841,4,Indie
0.714,0.309,7,-10.796,1,0.0291,0.0157,0.807,0.0777,0.0671,107.346,379533,4,Indie
0.485,0.877,7,-3.263,1,0.0348,0.406,0.156,0.284,0.682,129.898,132632,4,Indie
0.625,0.334,7,-11.514,1,0.0361,0.844,0.00458,0.113,0.306,130.823,268853,4,Indie
0.389,0.634,4,-6.362,0,0.137,0.017,0.0,0.101,0.27,169.539,191808,4,Indie
0.538,0.419,10,-9.705,1,0.0353,0.777,0.329,0.0967,0.529,99.622,228460,4,Indie
0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,259147,4,Indie
0.49,0.674,1,-7.276,1,0.0322,0.19,0.000143,0.0634,0.288,122.807,205659,4,Indie
0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4,Indie
0.667,0.71,1,-12.581,0,0.0773,0.15,0.795,0.234,0.853,167.966,451400,4,Indie
0.576,0.699,1,-6.766,0,0.0386,0.0844,0.00087,0.0893,0.555,123.189,187660,4,Indie
0.4,0.245,11,-10.227,1,0.0344,0.906,0.00131,0.119,0.21,136.553,210447,3,Indie
0.462,0.599,11,-5.735,0,0.0375,0.000278,0.000441,0.0909,0.173,123.938,294066,4,Indie
0.222,0.801,9,-4.892,0,0.0394,0.02,0.319,0.114,0.685,200.76,214400,4,Indie
0.217,0.305,1,-9.495,1,0.0321,0.885,0.00271,0.201,0.12,82.848,292400,4,Indie
0.446,0.76,7,-4.654,1,0.037,0.231,0.028,0.122,0.235,109.867,179653,4,Indie
0.782,0.604,1,-8.052,0,0.0406,0.00332,0.0666,0.277,0.726,118.001,201000,4,Indie
0.156,0.00218,8,-35.327,1,0.0501,0.927,0.715,0.101,0.0604,132.018,91000,4,Indie
0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,223600,4,Indie
0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467,4,Indie
0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4,Indie
0.552,0.851,2,-6.229,1,0.033,0.00143,0.774,0.131,0.938,154.962,227000,4,Indie
0.517,0.832,0,-3.564,1,0.0292,0.0015,0.000208,0.101,0.45,94.02,215160,4,Indie
0.456,0.787,9,-7.12,1,0.0395,0.0184,0.000317,0.106,0.0939,137.995,258120,4,Indie
0.397,0.839,4,-6.674,1,0.102,0.00125,0.0,0.576,0.764,116.947,191293,4,Indie
0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4,Indie
0.347,0.537,2,-8.072,1,0.0281,1.7e-06,0.829,0.142,0.529,143.94,213491,4,Indie
0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4,Indie
0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,162187,4,Indie
0.562,0.903,9,-4.929,1,0.036,0.0143,1.07e-05,0.553,0.553,140.022,232727,4,Indie
0.329,0.857,11,-3.681,1,0.0496,0.00878,0.0725,0.156,0.476,143.482,231160,4,Indie
0.203,0.843,4,-4.286,0,0.0404,0.000137,0.00968,0.234,0.396,134.646,260347,4,Indie
0.556,0.824,0,-3.798,1,0.0277,2.73e-05,2.24e-06,0.776,0.547,108.466,161445,4,Indie
0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99,173631,4,Indie
0.678,0.64,9,-7.486,1,0.0268,0.283,0.00067,0.682,0.701,90.058,155500,4,Indie
0.675,0.535,1,-6.109,1,0.0376,0.00329,0.719,0.104,0.914,105.921,207133,4,Indie
0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,205200,4,Indie
0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3,Indie
0.249,0.235,6,-11.519,0,0.0277,0.849,0.949,0.201,0.0416,99.327,181175,4,Indie
0.805,0.374,5,-8.942,1,0.0396,0.816,0.0118,0.0876,0.645,142.987,199672,4,Indie
0.36,0.701,0,-6.347,1,0.0267,0.0215,9.19e-06,0.134,0.725,172.043,231226,3,Indie
0.426,0.617,1,-5.423,0,0.0289,0.341,0.181,0.101,0.201,92.002,351787,4,Indie
0.685,0.188,10,-13.18,1,0.035,0.984,0.00315,0.107,0.102,117.914,146896,4,Indie
0.355,0.918,1,-4.36,1,0.0746,0.00119,0.0,0.0971,0.24,148.114,222200,4,Indie
0.452,0.725,11,-3.457,1,0.0434,0.22,0.000345,0.0672,0.705,106.152,175800,4,Indie
0.635,0.853,0,-3.926,1,0.048,0.121,0.0,0.371,0.372,112.964,232120,4,Indie
0.624,0.719,2,-9.87,1,0.0278,0.0307,0.0489,0.322,0.724,129.552,213933,4,Indie
0.752,0.681,7,-7.348,1,0.043,0.581,0.00556,0.147,0.729,122.331,221253,4,Indie
0.712,0.53,5,-9.842,0,0.0444,0.66,0.512,0.129,0.496,118.994,226013,4,Indie
0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070,4,Indie
0.508,0.902,6,-6.886,0,0.03,0.00131,0.796,0.111,0.557,103.71,426332,4,Indie
0.674,0.487,9,-13.307,1,0.0331,0.169,0.00411,0.127,0.329,132.97,259073,4,Indie
0.433,0.676,8,-5.953,1,0.0304,0.000364,0.531,0.101,0.404,133.957,233731,4,Indie
0.563,0.285,7,-14.466,0,0.0395,0.934,0.00907,0.141,0.62,140.274,198027,3,Indie
0.449,0.51,6,-9.075,1,0.0278,0.351,0.761,0.139,0.115,96.425,292110,4,Indie
0.255,0.59,0,-9.601,1,0.0383,0.00973,0.62,0.761,0.0375,169.991,294013,4,Indie
0.425,0.839,6,-12.391,0,0.0385,6.64e-06,0.816,0.433,0.705,109.575,418707,4,Indie
0.498,0.553,5,-6.193,1,0.0332,0.000103,0.528,0.273,0.235,111.015,322933,4,Indie
0.47,0.673,0,-6.267,1,0.031,0.1,0.000885,0.0996,0.545,124.887,137333,4,Indie
0.301,0.306,7,-14.091,1,0.0331,0.9,0.891,0.0831,0.0644,115.013,275022,3,Indie
0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,180880,4,Indie
0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878,4,Indie
0.764,0.759,1,-5.443,0,0.0413,0.00903,0.0,0.0746,0.937,128.999,234240,4,Indie
0.715,0.621,8,-6.761,1,0.027,0.17,0.0011,0.111,0.769,104.964,205264,4,Indie
0.555,0.849,0,-6.781,1,0.439,0.234,0.00203,0.282,0.209,101.865,120773,4,Indie
0.528,0.513,9,-8.266,1,0.0306,0.848,0.0127,0.326,0.463,131.952,187800,4,Indie
0.757,0.613,8,-8.474,1,0.207,0.0105,0.674,0.627,0.584,171.209,456667,4,Indie
0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,213173,4,Indie
0.66,0.603,3,-7.7,0,0.025,0.00566,0.0144,0.0751,0.527,102.99,214087,4,Indie
0.482,0.529,10,-10.426,1,0.0271,0.000107,0.546,0.0839,0.0879,145.969,348773,4,Indie
0.522,0.79,9,-6.242,1,0.0252,0.00581,0.00102,0.288,0.244,96.062,184293,4,Indie
0.315,0.395,5,-14.646,0,0.0677,0.918,0.916,0.211,0.052,87.847,351200,4,Indie
0.747,0.815,2,-6.24,1,0.151,0.287,0.0,0.304,0.631,103.723,169562,4,Indie
0.244,0.896,6,-5.576,0,0.464,0.0614,2.83e-05,0.127,0.142,83.354,220507,4,Indie
0.612,0.651,7,-12.633,0,0.0397,0.00372,0.938,0.784,0.902,104.03,298133,4,Indie
0.71,0.484,2,-7.415,1,0.049,0.217,3.93e-06,0.0879,0.576,109.951,183667,4,Indie
0.721,0.444,11,-9.537,0,0.107,0.0845,0.00227,0.11,0.483,139.924,180158,4,Indie
0.647,0.385,0,-13.717,0,0.0295,0.402,0.0569,0.117,0.66,113.982,258714,4,Indie
0.772,0.849,0,-4.546,1,0.0387,0.0616,0.0,0.342,0.96,123.971,183449,4,Indie
0.472,0.493,6,-10.607,1,0.417,0.874,0.000265,0.188,0.568,139.631,137407,4,Indie
0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11,214800,3,Indie
0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,204812,4,Indie
0.557,0.672,2,-10.802,1,0.104,0.478,0.803,0.223,0.324,75.108,180800,4,Indie
0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,253587,4,Indie
0.305,0.58,2,-6.272,1,0.0329,0.513,3.2e-06,0.128,0.343,184.462,316507,3,Indie
0.473,0.883,6,-3.65,1,0.047,0.00201,0.000967,0.142,0.164,115.048,238133,4,Indie
0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4,Indie
0.165,0.323,6,-16.77,0,0.0387,0.919,0.901,0.161,0.0344,79.855,148657,5,Indie
0.559,0.871,5,-5.338,0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,213920,4,Indie
0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760,4,Indie
0.633,0.592,11,-8.381,1,0.0849,0.659,6.03e-06,0.109,0.298,147.996,155680,4,Indie
0.694,0.623,1,-11.177,1,0.0446,0.171,0.235,0.073,0.629,109.992,284971,4,Indie
0.548,0.56,4,-6.246,1,0.036,0.128,0.000132,0.139,0.476,83.967,231627,4,Indie
0.667,0.629,0,-8.493,1,0.0324,0.175,0.116,0.0915,0.455,115.002,223237,4,Indie
0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,157147,3,Indie
0.13,0.982,4,-8.215,0,0.0636,0.0014,0.734,0.644,0.136,154.94,253000,4,Indie
0.427,0.965,0,-4.282,1,0.15,0.00404,0.00472,0.369,0.0654,131.948,240760,4,Indie
0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-05,0.085,0.667,192.685,191174,4,Indie
0.599,0.533,9,-14.032,0,0.0472,0.475,0.00153,0.235,0.607,122.262,228467,4,Indie
0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,112707,3,Indie
0.666,0.786,0,-5.715,1,0.0394,0.0532,0.0,0.0476,0.6,117.126,249907,4,Indie
0.26,0.01,4,-32.894,0,0.0359,0.98,0.843,0.131,0.0349,101.39,321880,4,Indie
0.481,0.524,4,-9.051,1,0.0369,0.155,0.000147,0.0523,0.425,101.883,197320,4,Indie
0.687,0.729,7,-8.112,0,0.0675,0.134,5.18e-05,0.0977,0.382,74.886,179600,4,Indie
0.928,0.594,2,-10.839,1,0.0913,0.127,0.000413,0.0391,0.747,102.878,339053,4,Indie
0.512,0.132,0,-22.1,1,0.089,0.954,0.0,0.114,0.357,80.048,134536,4,Indie
0.523,0.854,9,-8.27,1,0.0954,0.478,0.000939,0.271,0.83,146.688,243507,4,Indie
0.661,0.73,6,-6.779,0,0.0574,0.0537,3.44e-05,0.14,0.53,95.027,191040,4,Indie
0.613,0.633,0,-6.494,1,0.0292,0.0439,0.0,0.0839,0.334,115.98,214158,4,Indie
0.731,0.662,9,-11.58,0,0.255,0.568,0.00102,0.22,0.432,89.927,214556,4,Indie
0.609,0.726,4,-6.053,0,0.082,0.114,0.881,0.14,0.474,179.911,321932,4,Indie
0.551,0.324,0,-10.962,1,0.0314,0.896,0.0873,0.277,0.231,90.957,217053,4,Indie
0.757,0.957,8,-4.617,1,0.106,0.209,2.29e-05,0.0624,0.933,153.944,271907,4,Indie
0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,4,Indie
0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,3,Indie
0.573,0.887,5,-5.298,0,0.0643,0.0117,0.0,0.404,0.743,89.989,211333,4,Rock
0.515,0.859,2,-5.175,1,0.0536,0.00764,0.0026,0.0872,0.688,92.519,210079,4,Rock
0.585,0.96,8,-6.394,1,0.042,0.00058,0.008,0.294,0.83,153.662,118733,4,Rock
0.426,0.936,8,-3.872,1,0.239,0.0016,0.0,0.199,0.354,151.965,169412,4,Rock
0.475,0.901,9,-4.479,1,0.16,0.00148,2.05e-06,0.0779,0.58,93.016,215319,4,Rock
0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4,Rock
0.465,0.726,5,-6.159,1,0.0748,0.0596,0.0,0.377,0.473,164.93,201252,4,Rock
0.578,0.747,7,-6.422,1,0.0276,0.00546,0.0,0.278,0.934,130.004,203377,4,Rock
0.733,0.637,11,-7.768,0,0.0522,0.0061,0.00641,0.228,0.766,140.003,147000,4,Rock
0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4,Rock
0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,134467,4,Rock
0.479,0.898,1,-4.809,1,0.169,0.0134,0.0,0.297,0.639,151.99,196467,4,Rock
0.638,0.94,4,-5.194,0,0.0678,0.0484,0.284,0.142,0.411,168.909,150909,4,Rock
0.619,0.223,8,-8.237,0,0.03,0.964,5.86e-05,0.0883,0.179,81.414,208213,4,Rock
0.609,0.572,2,-7.726,0,0.0437,0.188,0.0,0.111,0.778,139.488,229800,4,Rock
0.648,0.659,2,-6.369,1,0.0259,0.115,0.000307,0.19,0.532,106.196,206133,4,Rock
0.408,0.571,4,-5.533,1,0.0321,0.0106,0.00945,0.123,0.118,139.994,206573,4,Rock
0.53,0.873,2,-4.789,0,0.0325,0.0083,0.0,0.224,0.706,146.873,198915,4,Rock
0.241,0.959,6,-3.687,1,0.211,0.00181,3.7e-06,0.849,0.183,138.209,269729,4,Rock
0.53,0.741,11,-10.373,0,0.0716,0.117,4.03e-05,0.279,0.347,92.531,206125,4,Rock
0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,265053,4,Rock
0.222,0.768,7,-4.685,1,0.0498,0.0133,0.00111,0.303,0.0988,114.034,332667,3,Rock
0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,515387,4,Rock
0.602,0.671,9,-4.959,0,0.298,0.0836,0.0,0.0809,0.765,152.859,207301,4,Rock
0.62,0.977,9,-1.396,0,0.0408,0.135,0.0,0.633,0.968,154.184,212846,4,Rock
0.607,0.666,2,-4.187,0,0.0407,0.168,0.0,0.201,0.79,139.542,228427,4,Rock
0.415,0.939,8,-2.905,1,0.0593,0.000149,0.0,0.0817,0.822,195.921,187200,4,Rock
0.4,0.245,11,-10.227,1,0.0344,0.906,0.00131,0.119,0.21,136.553,210447,3,Rock
0.445,0.879,1,-3.761,1,0.0606,0.000193,0.0779,0.192,0.29,157.158,207168,3,Rock
0.32,0.884,4,-4.879,0,0.0609,5.59e-05,9.69e-05,0.349,0.288,167.119,238534,4,Rock
0.503,0.614,7,-7.814,1,0.0283,0.123,0.023,0.17,0.313,111.148,147000,4,Rock
0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,112800,4,Rock
0.56,0.98,2,-3.592,1,0.0883,0.000216,0.000364,0.168,0.344,117.5,224855,4,Rock
0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,382834,1,Rock
0.588,0.91,7,-3.427,1,0.072,0.000197,0.000665,0.0575,0.459,108.928,202910,4,Rock
0.518,0.884,6,-4.259,1,0.044,0.000771,0.00355,0.0732,0.741,162.014,176250,4,Rock
0.403,0.778,11,-4.856,1,0.0395,0.00203,0.0,0.227,0.628,115.581,222640,4,Rock
0.585,0.799,1,-5.199,0,0.0675,0.00668,1.02e-05,0.326,0.624,136.005,171808,4,Rock
0.731,0.659,0,-5.628,0,0.0453,0.183,0.00108,0.153,0.858,125.888,328680,4,Rock
0.343,0.679,11,-3.778,1,0.0349,0.00695,0.0,0.0667,0.575,92.435,233367,4,Rock
0.405,0.76,5,-4.283,0,0.0332,0.0985,0.0,0.382,0.181,79.911,227973,4,Rock
0.427,0.877,6,-4.897,0,0.0646,0.000111,0.00011,0.0845,0.488,168.393,186832,4,Rock
0.653,0.788,7,-8.268,1,0.0402,0.0113,0.0,0.325,0.876,160.087,218750,4,Rock
0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,4,Rock
0.578,0.945,1,-5.043,1,0.0473,0.00403,0.0,0.31,0.761,102.934,182748,4,Rock
0.594,0.936,9,-4.722,0,0.0944,0.0224,0.000351,0.191,0.39,172.547,194080,4,Rock
0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,271333,4,Rock
0.479,0.749,11,-5.858,0,0.0527,0.00453,1.15e-05,0.113,0.575,122.057,227308,4,Rock
0.421,0.991,5,-2.32,0,0.414,0.0476,0.0,0.153,0.419,188.073,228467,4,Rock
0.392,0.668,4,-5.756,0,0.0693,0.618,0.0,0.081,0.12,173.156,226625,4,Rock
0.578,0.692,9,-8.495,1,0.0284,0.106,0.000115,0.286,0.876,148.067,230988,4,Rock
0.508,0.878,10,-5.971,0,0.0361,2.13e-05,1.83e-05,0.121,0.342,122.086,377399,4,Rock
0.541,0.611,10,-5.543,1,0.0293,0.326,0.0,0.0401,0.677,131.157,214979,4,Rock
0.673,0.814,9,-5.411,1,0.0367,0.0134,0.00293,0.343,0.728,147.193,252200,4,Rock
0.628,0.762,9,-5.286,1,0.03,0.348,0.0,0.774,0.809,90.012,234986,4,Rock
0.353,0.97,7,-4.338,1,0.231,3.32e-05,3.21e-05,0.158,0.256,122.946,200752,4,Rock
0.455,0.987,7,-0.876,1,0.0969,0.000181,0.0,0.507,0.549,112.55,170546,4,Rock
0.723,0.611,7,-7.006,1,0.0303,0.481,1.44e-05,0.11,0.261,111.813,175373,4,Rock
0.492,0.691,9,-9.36,1,0.0273,0.000984,5.36e-06,0.121,0.489,92.992,287168,4,Rock
0.588,0.899,6,-4.923,0,0.0419,0.378,0.000627,0.362,0.879,149.062,262067,4,Rock
0.657,0.618,5,-8.091,0,0.0465,0.279,7.06e-05,0.127,0.463,152.099,261978,4,Rock
0.39,0.775,1,-3.358,1,0.0288,0.0073,0.0,0.0965,0.214,160.08,219390,4,Rock
0.452,0.891,6,-4.613,0,0.0422,0.0165,0.000137,0.327,0.293,152.835,217703,4,Rock
0.615,0.753,7,-6.748,1,0.0389,0.693,0.00781,0.0898,0.748,133.431,194667,4,Rock
0.571,0.957,11,-2.696,0,0.0525,0.000849,0.0,0.115,0.475,100.998,194347,4,Rock
0.543,0.724,2,-7.343,1,0.0566,0.000265,0.005,0.176,0.411,157.993,185147,4,Rock
0.3,0.956,6,-2.251,1,0.0833,3.37e-06,0.0826,0.441,0.466,98.885,160307,4,Rock
0.497,0.748,1,-7.559,1,0.0327,0.00701,0.0946,0.159,0.386,145.091,226889,4,Rock
0.296,0.904,11,-9.611,0,0.0427,0.000169,0.0,0.194,0.682,164.428,204999,4,Rock
0.629,0.909,4,-6.125,0,0.0586,0.0129,0.000165,0.346,0.772,143.953,200227,4,Rock
0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4,Rock
0.682,0.915,9,-5.281,1,0.0396,0.111,0.000953,0.0701,0.708,133.015,183640,4,Rock
0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348,196467,4,Rock
0.579,0.616,2,-9.171,1,0.0353,0.17,0.744,0.104,0.699,124.673,176000,4,Rock
0.49,0.989,2,-4.851,1,0.044,0.133,1.43e-06,0.928,0.816,125.227,176973,4,Rock
0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093,4,Rock
0.309,0.649,7,-8.994,1,0.035,0.0158,0.00595,0.367,0.313,166.915,306440,4,Rock
0.45,0.119,9,-17.16,1,0.0498,0.792,0.0,0.108,0.21,83.015,302733,3,Rock
0.516,0.702,7,-8.551,1,0.0341,0.00239,0.0,0.21,0.304,129.007,244196,4,Rock
0.553,0.797,11,-3.919,1,0.0742,0.0127,0.0,0.0547,0.725,94.924,164284,4,Rock
0.582,0.949,2,-7.495,1,0.0617,0.00101,1.76e-05,0.688,0.688,110.965,243667,4,Rock
0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,227250,4,Rock
0.307,0.379,11,-11.8,0,0.031,0.684,0.000577,0.113,0.184,173.728,197013,4,Rock
0.372,0.865,2,-4.918,1,0.0381,0.000453,0.0,0.234,0.478,174.53,258733,4,Rock
0.508,0.961,8,-1.343,1,0.0972,0.000488,5.72e-06,0.34,0.928,128.839,186293,4,Rock
0.457,0.964,10,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,164987,4,Rock
0.642,0.631,0,-6.092,1,0.0293,0.0254,0.0271,0.303,0.38,121.959,201467,4,Rock
0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,216707,4,Rock
0.391,0.756,7,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,258467,4,Rock
